0.000000      -0.355908       -0.355902      -0.355902        -0.355904      -0.355903      -0.355899      -0.345695      inf
0.012500      -0.179536       -0.179529      -0.179529        -0.179532      -0.179531      -0.179526      -0.167991      -0.267104
0.025000      -0.117848       -0.117841      -0.117841        -0.117844      -0.117843      -0.117838      -0.109662      -0.179637
0.037500      -0.072365       -0.072359      -0.072358        -0.072361      -0.072360      -0.072355      -0.066886      -0.123518
0.050000      -0.036313       -0.036307      -0.036307        -0.036309      -0.036309      -0.036303      -0.032712      -0.081079
0.062500      -0.006364       -0.006357      -0.006357        -0.006360      -0.006359      -0.006354      -0.004110      -0.046530
0.075000      0.019304       0.019310      0.019310        0.019308      0.019309      0.019314      0.020518      -0.017205
0.087500      0.041780       0.041786      0.041786        0.041784      0.041785      0.041790      0.042128      0.008357
0.100000      0.061768       0.061774      0.061774        0.061772      0.061773      0.061778      0.061341      0.031047
0.112500      0.079749       0.079755      0.079755        0.079752      0.079753      0.079758      0.078587      0.051452
0.125000      0.096065       0.096071      0.096071        0.096069      0.096070      0.096074      0.094175      0.069980
0.137500      0.110971       0.110977      0.110977        0.110975      0.110976      0.110980      0.108338      0.086929
0.150000      0.124661       0.124667      0.124667        0.124665      0.124666      0.124670      0.121254      0.102521
0.162500      0.137286       0.137292      0.137292        0.137290      0.137291      0.137295      0.133063      0.116926
0.175000      0.148967       0.148972      0.148973        0.148970      0.148971      0.148975      0.143880      0.130279
0.187500      0.159800       0.159806      0.159806        0.159804      0.159805      0.159809      0.153797      0.142690
0.200000      0.169867       0.169872      0.169873        0.169870      0.169871      0.169875      0.162892      0.154246
0.212500      0.179234       0.179239      0.179239        0.179237      0.179238      0.179241      0.171230      0.165019
0.225000      0.187956       0.187961      0.187961        0.187959      0.187960      0.187963      0.178868      0.175072
0.237500      0.196081       0.196086      0.196086        0.196084      0.196085      0.196088      0.185853      0.184455
0.250000      0.203650       0.203655      0.203655        0.203653      0.203654      0.203657      0.192230      0.193212
0.262500      0.210698       0.210703      0.210703        0.210701      0.210702      0.210705      0.198037      0.201380
0.275000      0.217255       0.217259      0.217259        0.217258      0.217259      0.217261      0.203308      0.208992
0.287500      0.223347       0.223351      0.223351        0.223349      0.223351      0.223353      0.208075      0.216076
0.300000      0.228997       0.229001      0.229001        0.228999      0.229000      0.229003      0.212368      0.222656
0.312500      0.234225       0.234229      0.234229        0.234227      0.234228      0.234230      0.216214      0.228753
0.325000      0.239049       0.239052      0.239053        0.239051      0.239052      0.239054      0.219639      0.234386
0.337500      0.243484       0.243487      0.243488        0.243486      0.243487      0.243489      0.222667      0.239572
0.350000      0.247544       0.247547      0.247548        0.247546      0.247547      0.247549      0.225322      0.244325
0.362500      0.251241       0.251244      0.251244        0.251243      0.251244      0.251246      0.227628      0.248657
0.375000      0.254586       0.254588      0.254589        0.254588      0.254589      0.254590      0.229606      0.252579
0.387500      0.257587       0.257589      0.257590        0.257589      0.257590      0.257591      0.231279      0.256102
0.400000      0.260253       0.260255      0.260255        0.260254      0.260255      0.260256      0.232668      0.259233
0.412500      0.262590       0.262592      0.262592        0.262591      0.262593      0.262593      0.233793      0.261980
0.425000      0.264605       0.264607      0.264607        0.264606      0.264607      0.264608      0.234676      0.264349
0.437500      0.266302       0.266304      0.266304        0.266304      0.266305      0.266305      0.235338      0.266345
0.450000      0.267686       0.267688      0.267688        0.267688      0.267689      0.267689      0.235797      0.267973
0.462500      0.268761       0.268762      0.268762        0.268762      0.268763      0.268762      0.236075      0.269237
0.475000      0.269527       0.269528      0.269529        0.269528      0.269529      0.269529      0.236189      0.270137
0.487500      0.269988       0.269989      0.269990        0.269989      0.269990      0.269990      0.236159      0.270678
0.500000      0.270145       0.270146      0.270146        0.270146      0.270147      0.270146      0.236002      0.270859
0.512500      0.269997       0.269998      0.269998        0.269998      0.269999      0.269998      0.235734      0.270682
0.525000      0.269545       0.269545      0.269546        0.269546      0.269547      0.269545      0.235372      0.270145
0.537500      0.268788       0.268787      0.268788        0.268788      0.268789      0.268787      0.234929      0.269248
0.550000      0.267722       0.267722      0.267722        0.267722      0.267724      0.267722      0.234418      0.267989
0.562500      0.266347       0.266347      0.266347        0.266347      0.266348      0.266346      0.233849      0.266365
0.575000      0.264659       0.264658      0.264658        0.264659      0.264660      0.264658      0.233230      0.264373
0.587500      0.262653       0.262652      0.262652        0.262652      0.262653      0.262651      0.232565      0.262009
0.600000      0.260324       0.260323      0.260324        0.260324      0.260325      0.260323      0.231855      0.259266
0.612500      0.257667       0.257666      0.257666        0.257667      0.257668      0.257665      0.231100      0.256139
0.625000      0.254675       0.254674      0.254674        0.254674      0.254675      0.254673      0.230290      0.252621
0.637500      0.251339       0.251338      0.251338        0.251339      0.251340      0.251337      0.229415      0.248703
0.650000      0.247651       0.247649      0.247650        0.247650      0.247651      0.247648      0.228456      0.244376
0.662500      0.243600       0.243598      0.243598        0.243599      0.243600      0.243596      0.227388      0.239629
0.675000      0.239173       0.239171      0.239171        0.239172      0.239173      0.239170      0.226177      0.234449
0.687500      0.234358       0.234355      0.234356        0.234357      0.234358      0.234354      0.224784      0.228821
0.700000      0.229138       0.229136      0.229136        0.229137      0.229138      0.229134      0.223155      0.222730
0.712500      0.223497       0.223494      0.223494        0.223495      0.223496      0.223492      0.221230      0.216156
0.725000      0.217413       0.217410      0.217411        0.217412      0.217413      0.217409      0.218934      0.209079
0.737500      0.210865       0.210862      0.210862        0.210863      0.210864      0.210860      0.216179      0.201474
0.750000      0.203826       0.203822      0.203822        0.203824      0.203824      0.203820      0.212861      0.193314
0.762500      0.196265       0.196261      0.196261        0.196263      0.196263      0.196259      0.208862      0.184565
0.775000      0.188147       0.188144      0.188144        0.188145      0.188146      0.188141      0.204045      0.175192
0.787500      0.179433       0.179429      0.179429        0.179431      0.179432      0.179427      0.198253      0.165149
0.800000      0.170075       0.170071      0.170071        0.170072      0.170073      0.170068      0.191309      0.154387
0.812500      0.160016       0.160011      0.160012        0.160013      0.160014      0.160009      0.183014      0.142843
0.825000      0.149190       0.149185      0.149185        0.149187      0.149188      0.149183      0.173145      0.130447
0.837500      0.137517       0.137512      0.137512        0.137514      0.137515      0.137509      0.161455      0.117109
0.850000      0.124899       0.124894      0.124894        0.124896      0.124897      0.124891      0.147675      0.102722
0.862500      0.111216       0.111211      0.111211        0.111213      0.111213      0.111208      0.131509      0.087152
0.875000      0.096316       0.096311      0.096311        0.096313      0.096314      0.096308      0.112641      0.070228
0.887500      0.080006       0.080001      0.080001        0.080003      0.080004      0.079998      0.090732      0.051730
0.900000      0.062032       0.062026      0.062027        0.062029      0.062029      0.062024      0.065427      0.031362
0.912500      0.042049       0.042044      0.042044        0.042046      0.042047      0.042041      0.036362      0.008719
0.925000      0.019578       0.019573      0.019573        0.019575      0.019576      0.019570      0.003169      -0.016781
0.937500      -0.006085       -0.006090      -0.006090        -0.006088      -0.006088      -0.006093      -0.034511      -0.046021
0.950000      -0.036031       -0.036037      -0.036036        -0.036034      -0.036034      -0.036040      -0.077010      -0.080446
0.962500      -0.072080       -0.072086      -0.072086        -0.072084      -0.072084      -0.072089      -0.124616      -0.122682
0.975000      -0.117563       -0.117569      -0.117569        -0.117566      -0.117566      -0.117572      -0.177543      -0.178412
0.987500      -0.179254       -0.179260      -0.179259        -0.179257      -0.179257      -0.179263      -0.235895      -0.264778
1.000000      -0.355653       -0.355658      -0.355658        -0.355656      -0.355656      -0.355661      -0.379796      -0.680310
