0.000000      -0.114562       -0.114566      -0.114562        -0.114568      -0.114564      -0.114571      -0.114558
0.050000      0.001112       0.001109      0.001112        0.001107      0.001111      0.001102      0.001116
0.100000      0.040226       0.040223      0.040226        0.040221      0.040225      0.040216      0.040230
0.150000      0.068193       0.068190      0.068193        0.068188      0.068193      0.068182      0.068197
0.200000      0.089097       0.089095      0.089097        0.089093      0.089097      0.089086      0.089101
0.250000      0.105007       0.105005      0.105007        0.105004      0.105008      0.104995      0.105011
0.300000      0.117063       0.117061      0.117063        0.117060      0.117064      0.117051      0.117067
0.350000      0.125937       0.125935      0.125937        0.125935      0.125938      0.125924      0.125941
0.400000      0.132037       0.132036      0.132037        0.132036      0.132039      0.132025      0.132041
0.450000      0.135609       0.135609      0.135609        0.135609      0.135612      0.135597      0.135613
0.500000      0.136786       0.136786      0.136786        0.136787      0.136789      0.136774      0.136790
0.550000      0.135609       0.135610      0.135610        0.135610      0.135612      0.135597      0.135613
0.600000      0.132037       0.132038      0.132037        0.132038      0.132040      0.132025      0.132040
0.650000      0.125937       0.125938      0.125937        0.125939      0.125940      0.125924      0.125940
0.700000      0.117063       0.117065      0.117063        0.117066      0.117067      0.117051      0.117066
0.750000      0.105007       0.105009      0.105007        0.105011      0.105011      0.104995      0.105009
0.800000      0.089097       0.089100      0.089098        0.089101      0.089101      0.089086      0.089099
0.850000      0.068193       0.068196      0.068193        0.068198      0.068197      0.068182      0.068195
0.900000      0.040226       0.040230      0.040227        0.040232      0.040230      0.040216      0.040228
0.950000      0.001112       0.001116      0.001113        0.001118      0.001116      0.001102      0.001114
1.000000      -0.114562       -0.114558      -0.114561        -0.114556      -0.114558      -0.114571      -0.114561
